match_id,competition,season,date,kickoff_time,kickoff_datetime,stage_raw,stage,stage_order,matchday,group,leg,is_qualifier,neutral,home_team_id,away_team_id,home_team,away_team,home_team_raw,away_team_raw,home_country_code,away_country_code,home_goals,away_goals,home_goals_final,away_goals_final,home_goals_ht,away_goals_ht,home_penalty,away_penalty,decided_by,result,total_goals,goal_diff,btts,home_elo_pre,away_elo_pre,elo_diff_pre,home_matches_before,away_matches_before,score_raw,source_file,source_line,source_commit
UCL-2013-14-M-0089,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group E,group_stage,3,,E,not_applicable,0,0,ucl-fc-schalke-04,ucl-fc-basel-1893,FC Schalke 04,FC Basel 1893,FC Schalke 04,FC Basel 1893,GER,SUI,2,0,2,0,0,0,,,Normal Time,H,2,2,0,1515.73,1522.02,58.71,13,13,2-0 (0-0),2013-14/cl.txt,111,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0090,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group E,group_stage,3,,E,not_applicable,0,0,ucl-chelsea-fc,ucl-fcsb,Chelsea FC,FCSB,Chelsea FC,FC Steaua Bucureşti,ENG,ROU,1,0,1,0,1,0,,,Normal Time,H,1,1,0,1545.66,1482.25,128.42,24,5,1-0 (1-0),2013-14/cl.txt,112,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0091,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group F,group_stage,3,,F,not_applicable,0,0,ucl-olympique-marseille,ucl-borussia-dortmund,Olympique Marseille,Borussia Dortmund,Olympique Marseille,Borussia Dortmund,FRA,GER,1,2,1,2,1,1,,,Normal Time,A,3,-1,1,1451.07,1534.31,-18.24,15,24,1-2 (1-1),2013-14/cl.txt,132,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0092,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group F,group_stage,3,,F,not_applicable,0,0,ucl-ssc-napoli,ucl-arsenal-fc,SSC Napoli,Arsenal FC,SSC Napoli,Arsenal FC,ITA,ENG,2,0,2,0,0,0,,,Normal Time,H,2,2,0,1522.94,1544.76,43.18,13,21,2-0 (0-0),2013-14/cl.txt,133,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0093,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group G,group_stage,3,,G,not_applicable,0,0,ucl-atletico-madrid,ucl-fc-porto,Atlético Madrid,FC Porto,Atlético Madrid,FC Porto,ESP,POR,2,0,2,0,2,0,,,Normal Time,H,2,2,0,1539.19,1505.4,98.79,5,19,2-0 (2-0),2013-14/cl.txt,153,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0094,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group G,group_stage,3,,G,not_applicable,0,0,ucl-austria-wien,ucl-zenit-st-petersburg,Austria Wien,Zenit St. Petersburg,Austria Wien,Zenit St. Petersburg,AUT,RUS,4,1,4,1,1,1,,,Normal Time,H,5,3,1,1475.71,1500.06,40.64,5,19,4-1 (1-1),2013-14/cl.txt,154,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0095,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group H,group_stage,3,,H,not_applicable,0,0,ucl-ac-milan,ucl-afc-ajax,AC Milan,AFC Ajax,AC Milan,AFC Ajax,ITA,NED,0,0,0,0,,,,,Normal Time,D,0,0,0,1515.7,1482.55,98.15,23,17,0-0,2013-14/cl.txt,174,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0096,UEFA Champions League,2013-14,2013-12-11,20:45,2013-12-11T20:45:00,Group H,group_stage,3,,H,not_applicable,0,0,ucl-fc-barcelona,ucl-celtic-fc,FC Barcelona,Celtic FC,FC Barcelona,Celtic FC,ESP,SCO,6,1,6,1,3,0,,,Normal Time,H,7,5,1,1552.9,1464.89,153.02,29,13,6-1 (3-0),2013-14/cl.txt,175,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0097,UEFA Champions League,2013-14,2014-02-18,20:45,2014-02-18T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-manchester-city,ucl-fc-barcelona,Manchester City,FC Barcelona,Manchester City,FC Barcelona,ENG,ESP,0,2,0,2,0,0,,,Normal Time,A,2,-2,0,1528.76,1558.76,35.0,18,30,0-2 (0-0),2013-14/cl.txt,180,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0098,UEFA Champions League,2013-14,2014-02-18,20:45,2014-02-18T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-bayer-leverkusen,ucl-paris-saint-germain,Bayer Leverkusen,Paris Saint-Germain,Bayer Leverkusen,Paris Saint-Germain,GER,FRA,0,4,0,4,0,3,,,Normal Time,A,4,-4,0,1504.48,1558.6,10.88,14,16,0-4 (0-3),2013-14/cl.txt,181,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0099,UEFA Champions League,2013-14,2014-02-19,20:45,2014-02-19T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-ac-milan,ucl-atletico-madrid,AC Milan,Atlético Madrid,AC Milan,Atlético Madrid,ITA,ESP,0,1,0,1,0,0,,,Normal Time,A,1,-1,0,1512.95,1546.42,31.53,24,6,0-1 (0-0),2013-14/cl.txt,183,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0100,UEFA Champions League,2013-14,2014-02-19,20:45,2014-02-19T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-arsenal-fc,ucl-bayern-munich,Arsenal FC,Bayern Munich,Arsenal FC,Bayern München,ENG,GER,0,2,0,2,0,0,,,Normal Time,A,2,-2,0,1536.0,1608.24,-7.24,22,32,0-2 (0-0),2013-14/cl.txt,184,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0101,UEFA Champions League,2013-14,2014-02-25,18:00,2014-02-25T18:00:00,Round of 16,round_of_16,5,,,1,0,0,ucl-zenit-st-petersburg,ucl-borussia-dortmund,Zenit St. Petersburg,Borussia Dortmund,Zenit St. Petersburg,Borussia Dortmund,RUS,GER,2,4,2,4,0,2,,,Normal Time,A,6,-2,1,1491.23,1543.78,12.45,20,25,2-4 (0-2),2013-14/cl.txt,186,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0102,UEFA Champions League,2013-14,2014-02-25,20:45,2014-02-25T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-olympiacos,ucl-manchester-united,Olympiacos,Manchester United,Olympiakos Piraeus,Manchester United,GRE,ENG,2,0,2,0,1,0,,,Normal Time,H,2,2,0,1513.91,1547.19,31.73,18,20,2-0 (1-0),2013-14/cl.txt,187,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0103,UEFA Champions League,2013-14,2014-02-26,20:45,2014-02-26T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-galatasaray,ucl-chelsea-fc,Galatasaray,Chelsea FC,Galatasaray,Chelsea FC,TUR,ENG,1,1,1,1,0,1,,,Normal Time,D,2,0,1,1515.0,1552.13,27.87,16,25,1-1 (0-1),2013-14/cl.txt,189,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0104,UEFA Champions League,2013-14,2014-02-26,20:45,2014-02-26T20:45:00,Round of 16,round_of_16,5,,,1,0,0,ucl-fc-schalke-04,ucl-real-madrid,FC Schalke 04,Real Madrid,FC Schalke 04,Real Madrid,GER,ESP,1,6,1,6,0,2,,,Normal Time,A,7,-5,1,1524.06,1602.24,-13.19,14,30,1-6 (0-2),2013-14/cl.txt,190,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0105,UEFA Champions League,2013-14,2014-03-11,20:45,2014-03-11T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-atletico-madrid,ucl-ac-milan,Atlético Madrid,AC Milan,Atlético Madrid,AC Milan,ESP,ITA,4,1,4,1,2,1,,,Normal Time,H,5,3,1,1557.33,1502.04,120.28,7,25,4-1 (2-1),2013-14/cl.txt,192,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0106,UEFA Champions League,2013-14,2014-03-11,20:45,2014-03-11T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-bayern-munich,ucl-arsenal-fc,Bayern Munich,Arsenal FC,Bayern München,Arsenal FC,GER,ENG,1,1,1,1,0,0,,,Normal Time,D,2,0,1,1618.03,1526.21,156.82,33,23,1-1 (0-0),2013-14/cl.txt,193,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0107,UEFA Champions League,2013-14,2014-03-12,20:45,2014-03-12T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-fc-barcelona,ucl-manchester-city,FC Barcelona,Manchester City,FC Barcelona,Manchester City,ESP,ENG,2,1,2,1,0,0,,,Normal Time,H,3,1,1,1569.77,1517.76,117.01,31,19,2-1 (0-0),2013-14/cl.txt,195,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0108,UEFA Champions League,2013-14,2014-03-12,20:45,2014-03-12T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-paris-saint-germain,ucl-bayer-leverkusen,Paris Saint-Germain,Bayer Leverkusen,Paris Saint-Germain,Bayer Leverkusen,FRA,GER,2,1,2,1,1,1,,,Normal Time,H,3,1,1,1568.91,1494.17,139.74,17,15,2-1 (1-1),2013-14/cl.txt,196,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0109,UEFA Champions League,2013-14,2014-03-18,20:45,2014-03-18T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-chelsea-fc,ucl-galatasaray,Chelsea FC,Galatasaray,Chelsea FC,Galatasaray,ENG,TUR,2,0,2,0,2,0,,,Normal Time,H,2,2,0,1552.93,1514.2,103.73,26,17,2-0 (2-0),2013-14/cl.txt,198,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0110,UEFA Champions League,2013-14,2014-03-18,20:45,2014-03-18T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-real-madrid,ucl-fc-schalke-04,Real Madrid,FC Schalke 04,Real Madrid,FC Schalke 04,ESP,GER,3,1,3,1,1,1,,,Normal Time,H,4,2,1,1611.86,1514.44,162.43,31,15,3-1 (1-1),2013-14/cl.txt,199,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0111,UEFA Champions League,2013-14,2014-03-19,20:45,2014-03-19T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-manchester-united,ucl-olympiacos,Manchester United,Olympiacos,Manchester United,Olympiakos Piraeus,ENG,GRE,3,0,3,0,2,0,,,Normal Time,H,3,3,0,1538.1,1523.0,80.1,21,19,3-0 (2-0),2013-14/cl.txt,201,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0112,UEFA Champions League,2013-14,2014-03-19,20:45,2014-03-19T20:45:00,Round of 16,round_of_16,5,,,2,0,0,ucl-borussia-dortmund,ucl-zenit-st-petersburg,Borussia Dortmund,Zenit St. Petersburg,Borussia Dortmund,Zenit St. Petersburg,GER,RUS,1,2,1,2,1,1,,,Normal Time,A,3,-1,1,1554.14,1480.87,138.27,26,21,1-2 (1-1),2013-14/cl.txt,202,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0113,UEFA Champions League,2013-14,2014-04-01,20:45,2014-04-01T20:45:00,Quarterfinals,quarterfinal,6,,,1,0,0,ucl-fc-barcelona,ucl-atletico-madrid,FC Barcelona,Atlético Madrid,FC Barcelona,Atlético Madrid,ESP,ESP,1,1,1,1,0,0,,,Normal Time,D,2,0,1,1576.52,1564.0,77.53,32,8,1-1 (0-0),2013-14/cl.txt,207,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0114,UEFA Champions League,2013-14,2014-04-01,20:45,2014-04-01T20:45:00,Quarterfinals,quarterfinal,6,,,1,0,0,ucl-manchester-united,ucl-bayern-munich,Manchester United,Bayern Munich,Manchester United,Bayern München,ENG,GER,1,1,1,1,0,0,,,Normal Time,D,2,0,1,1545.83,1613.8,-2.97,22,34,1-1 (0-0),2013-14/cl.txt,208,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0115,UEFA Champions League,2013-14,2014-04-02,20:45,2014-04-02T20:45:00,Quarterfinals,quarterfinal,6,,,1,0,0,ucl-real-madrid,ucl-borussia-dortmund,Real Madrid,Borussia Dortmund,Real Madrid,Borussia Dortmund,ESP,GER,3,0,3,0,2,0,,,Normal Time,H,3,3,0,1617.5,1540.36,142.14,32,27,3-0 (2-0),2013-14/cl.txt,210,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0116,UEFA Champions League,2013-14,2014-04-02,20:45,2014-04-02T20:45:00,Quarterfinals,quarterfinal,6,,,1,0,0,ucl-paris-saint-germain,ucl-chelsea-fc,Paris Saint-Germain,Chelsea FC,Paris Saint-Germain,Chelsea FC,FRA,ENG,3,1,3,1,1,1,,,Normal Time,H,4,2,1,1575.1,1560.03,80.07,18,27,3-1 (1-1),2013-14/cl.txt,211,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0117,UEFA Champions League,2013-14,2014-04-08,20:45,2014-04-08T20:45:00,Quarterfinals,quarterfinal,6,,,2,0,0,ucl-borussia-dortmund,ucl-real-madrid,Borussia Dortmund,Real Madrid,Borussia Dortmund,Real Madrid,GER,ESP,2,0,2,0,2,0,,,Normal Time,H,2,2,0,1534.24,1623.62,-24.39,28,33,2-0 (2-0),2013-14/cl.txt,213,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0118,UEFA Champions League,2013-14,2014-04-08,20:45,2014-04-08T20:45:00,Quarterfinals,quarterfinal,6,,,2,0,0,ucl-chelsea-fc,ucl-paris-saint-germain,Chelsea FC,Paris Saint-Germain,Chelsea FC,Paris Saint-Germain,ENG,FRA,2,0,2,0,1,0,,,Normal Time,H,2,2,0,1552.29,1582.83,34.46,28,19,2-0 (1-0),2013-14/cl.txt,214,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0119,UEFA Champions League,2013-14,2014-04-09,20:45,2014-04-09T20:45:00,Quarterfinals,quarterfinal,6,,,2,0,0,ucl-atletico-madrid,ucl-fc-barcelona,Atlético Madrid,FC Barcelona,Atlético Madrid,FC Barcelona,ESP,ESP,1,0,1,0,1,0,,,Normal Time,H,1,1,0,1566.19,1574.33,56.87,9,33,1-0 (1-0),2013-14/cl.txt,216,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0120,UEFA Champions League,2013-14,2014-04-09,20:45,2014-04-09T20:45:00,Quarterfinals,quarterfinal,6,,,2,0,0,ucl-bayern-munich,ucl-manchester-united,Bayern Munich,Manchester United,Bayern München,Manchester United,GER,ENG,3,1,3,1,0,0,,,Normal Time,H,4,2,1,1613.71,1545.92,132.8,35,23,3-1 (0-0),2013-14/cl.txt,217,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0121,UEFA Champions League,2013-14,2014-04-22,20:45,2014-04-22T20:45:00,Semifinals,semifinal,7,,,1,0,0,ucl-atletico-madrid,ucl-chelsea-fc,Atlético Madrid,Chelsea FC,Atlético Madrid,Chelsea FC,ESP,ENG,0,0,0,0,,,,,Normal Time,D,0,0,0,1574.57,1561.3,78.27,10,29,0-0,2013-14/cl.txt,222,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0122,UEFA Champions League,2013-14,2014-04-23,20:45,2014-04-23T20:45:00,Semifinals,semifinal,7,,,1,0,0,ucl-real-madrid,ucl-bayern-munich,Real Madrid,Bayern Munich,Real Madrid,Bayern München,ESP,GER,1,0,1,0,1,0,,,Normal Time,H,1,1,0,1612.92,1620.07,57.86,34,36,1-0 (1-0),2013-14/cl.txt,224,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0123,UEFA Champions League,2013-14,2014-04-29,20:45,2014-04-29T20:45:00,Semifinals,semifinal,7,,,2,0,0,ucl-bayern-munich,ucl-real-madrid,Bayern Munich,Real Madrid,Bayern München,Real Madrid,GER,ESP,0,4,0,4,0,3,,,Normal Time,A,4,-4,0,1611.72,1621.27,55.44,37,35,0-4 (0-3),2013-14/cl.txt,226,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0124,UEFA Champions League,2013-14,2014-04-30,20:45,2014-04-30T20:45:00,Semifinals,semifinal,7,,,2,0,0,ucl-chelsea-fc,ucl-atletico-madrid,Chelsea FC,Atlético Madrid,Chelsea FC,Atlético Madrid,ENG,ESP,1,3,1,3,1,1,,,Normal Time,A,4,-2,1,1563.52,1572.35,56.16,30,11,1-3 (1-1),2013-14/cl.txt,228,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2013-14-M-0125,UEFA Champions League,2013-14,2014-05-24,20:45,2014-05-24T20:45:00,Final,final,8,,,single,0,1,ucl-real-madrid,ucl-atletico-madrid,Real Madrid,Atlético Madrid,Real Madrid,Atlético Madrid,ESP,ESP,1,1,4,1,0,1,,,Extra Time,D,2,0,1,1632.86,1583.96,48.9,36,12,"4-1 a.e.t. (1-1, 0-1)",2013-14/cl.txt,233,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0001,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group A,group_stage,3,,A,not_applicable,0,0,ucl-olympiacos,ucl-atletico-madrid,Olympiacos,Atlético Madrid,Olympiakos Piraeus,Atlético Madrid,GRE,ESP,3,2,3,2,2,1,,,Normal Time,H,5,1,1,1512.98,1572.55,5.42,20,13,3-2 (2-1),2014-15/cl.txt,11,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0002,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group A,group_stage,3,,A,not_applicable,0,0,ucl-juventus,ucl-malmo-ff,Juventus,Malmö FF,Juventus,Malmö FF,ITA,SWE,2,0,2,0,0,0,,,Normal Time,H,2,2,0,1514.02,1500.0,79.02,16,0,2-0 (0-0),2014-15/cl.txt,12,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0003,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group B,group_stage,3,,B,not_applicable,0,0,ucl-real-madrid,ucl-fc-basel-1893,Real Madrid,FC Basel 1893,Real Madrid,FC Basel 1893,ESP,SUI,5,1,5,1,4,1,,,Normal Time,H,6,4,1,1611.74,1511.64,165.1,37,14,5-1 (4-1),2014-15/cl.txt,32,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0004,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group B,group_stage,3,,B,not_applicable,0,0,ucl-liverpool-fc,ucl-pfc-ludogorets-razgrad,Liverpool FC,PFC Ludogorets Razgrad,Liverpool FC,PFC Ludogorets Razgrad,ENG,BUL,2,1,2,1,0,0,,,Normal Time,H,3,1,1,1500.0,1500.0,65.0,0,0,2-1 (0-0),2014-15/cl.txt,33,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0005,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group C,group_stage,3,,C,not_applicable,0,0,ucl-as-monaco,ucl-bayer-leverkusen,AS Monaco,Bayer Leverkusen,AS Monaco,Bayer Leverkusen,FRA,GER,1,0,1,0,0,0,,,Normal Time,H,1,1,0,1500.0,1489.79,75.21,0,16,1-0 (0-0),2014-15/cl.txt,53,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0006,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group C,group_stage,3,,C,not_applicable,0,0,ucl-benfica,ucl-zenit-st-petersburg,Benfica,Zenit St. Petersburg,SL Benfica,Zenit St. Petersburg,POR,RUS,0,2,0,2,0,2,,,Normal Time,A,2,-2,0,1515.79,1495.46,85.34,22,22,0-2 (0-2),2014-15/cl.txt,54,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0007,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group D,group_stage,3,,D,not_applicable,0,0,ucl-borussia-dortmund,ucl-arsenal-fc,Borussia Dortmund,Arsenal FC,Borussia Dortmund,Arsenal FC,GER,ENG,2,0,2,0,1,0,,,Normal Time,H,2,2,0,1538.2,1525.87,77.33,29,24,2-0 (1-0),2014-15/cl.txt,74,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0008,UEFA Champions League,2014-15,2014-09-16,20:45,2014-09-16T20:45:00,Group D,group_stage,3,,D,not_applicable,0,0,ucl-galatasaray,ucl-rsc-anderlecht,Galatasaray,RSC Anderlecht,Galatasaray,RSC Anderlecht,TUR,BEL,1,1,1,1,0,0,,,Normal Time,D,2,0,1,1506.03,1452.32,118.71,18,12,1-1 (0-0),2014-15/cl.txt,75,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0009,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group E,group_stage,3,,E,not_applicable,0,0,ucl-as-roma,ucl-cska-moskva,AS Roma,CSKA Moskva,AS Roma,CSKA Moskva,ITA,RUS,5,1,5,1,4,0,,,Normal Time,H,6,4,1,1500.0,1466.73,98.27,0,14,5-1 (4-0),2014-15/cl.txt,95,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0010,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group E,group_stage,3,,E,not_applicable,0,0,ucl-bayern-munich,ucl-manchester-city,Bayern Munich,Manchester City,Bayern München,Manchester City,GER,ENG,1,0,1,0,0,0,,,Normal Time,H,1,1,0,1585.11,1509.35,140.76,38,20,1-0 (0-0),2014-15/cl.txt,96,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0011,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group F,group_stage,3,,F,not_applicable,0,0,ucl-afc-ajax,ucl-paris-saint-germain,AFC Ajax,Paris Saint-Germain,AFC Ajax,Paris Saint-Germain,NED,FRA,1,1,1,1,0,1,,,Normal Time,D,2,0,1,1487.51,1562.75,-10.24,18,20,1-1 (0-1),2014-15/cl.txt,116,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0012,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group F,group_stage,3,,F,not_applicable,0,0,ucl-fc-barcelona,ucl-apoel-nikosia,FC Barcelona,APOEL Nikosia,FC Barcelona,APOEL Nikosia,ESP,CYP,1,0,1,0,1,0,,,Normal Time,H,1,1,0,1556.06,1494.42,126.64,34,10,1-0 (1-0),2014-15/cl.txt,117,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0013,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group G,group_stage,3,,G,not_applicable,0,0,ucl-chelsea-fc,ucl-fc-schalke-04,Chelsea FC,FC Schalke 04,Chelsea FC,FC Schalke 04,ENG,GER,1,1,1,1,1,0,,,Normal Time,D,2,0,1,1544.13,1507.48,101.65,31,16,1-1 (1-0),2014-15/cl.txt,137,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0014,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group G,group_stage,3,,G,not_applicable,0,0,ucl-nk-maribor,ucl-sporting-cp,NK Maribor,Sporting CP,NK Maribor,Sporting CP,SVN,POR,1,1,1,1,0,0,,,Normal Time,D,2,0,1,1500.0,1500.0,65.0,0,0,1-1 (0-0),2014-15/cl.txt,138,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0015,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group H,group_stage,3,,H,not_applicable,0,0,ucl-athletic-club,ucl-shakhtar-donetsk,Athletic Club,Shakhtar Donetsk,Athletic Club,Shakhtar Donetsk,ESP,UKR,0,0,0,0,,,,,Normal Time,D,0,0,0,1500.0,1493.43,71.57,0,20,0-0,2014-15/cl.txt,158,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0016,UEFA Champions League,2014-15,2014-09-17,20:45,2014-09-17T20:45:00,Group H,group_stage,3,,H,not_applicable,0,0,ucl-fc-porto,ucl-bate-borisov,FC Porto,BATE Borisov,FC Porto,BATE Borisov,POR,BLR,6,0,6,0,3,0,,,Normal Time,H,6,6,0,1498.45,1466.95,96.49,20,12,6-0 (3-0),2014-15/cl.txt,159,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0017,UEFA Champions League,2014-15,2014-09-30,18:00,2014-09-30T18:00:00,Group E,group_stage,3,,E,not_applicable,0,0,ucl-cska-moskva,ucl-bayern-munich,CSKA Moskva,Bayern Munich,CSKA Moskva,Bayern München,RUS,GER,0,1,0,1,0,1,,,Normal Time,A,1,-1,0,1459.48,1591.27,-66.79,15,39,0-1 (0-1),2014-15/cl.txt,98,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0018,UEFA Champions League,2014-15,2014-09-30,20:45,2014-09-30T20:45:00,Group E,group_stage,3,,E,not_applicable,0,0,ucl-manchester-city,ucl-as-roma,Manchester City,AS Roma,Manchester City,AS Roma,ENG,ITA,1,1,1,1,1,1,,,Normal Time,D,2,0,1,1503.2,1507.24,60.95,21,1,1-1 (1-1),2014-15/cl.txt,99,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0019,UEFA Champions League,2014-15,2014-09-30,20:45,2014-09-30T20:45:00,Group F,group_stage,3,,F,not_applicable,0,0,ucl-apoel-nikosia,ucl-afc-ajax,APOEL Nikosia,AFC Ajax,APOEL Nikosia,AFC Ajax,CYP,NED,1,1,1,1,1,1,,,Normal Time,D,2,0,1,1487.91,1487.8,65.11,11,19,1-1 (1-1),2014-15/cl.txt,119,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
UCL-2014-15-M-0020,UEFA Champions League,2014-15,2014-09-30,20:45,2014-09-30T20:45:00,Group F,group_stage,3,,F,not_applicable,0,0,ucl-paris-saint-germain,ucl-fc-barcelona,Paris Saint-Germain,FC Barcelona,Paris Saint-Germain,FC Barcelona,FRA,ESP,3,2,3,2,2,1,,,Normal Time,H,5,1,1,1562.45,1562.57,64.89,21,35,3-2 (2-1),2014-15/cl.txt,120,abfaeddc2ee3d14f99ecc163c9ddb46cb4d67cef
