home_team,away_team,home_goals,away_goals,date,year,stage,decided_by,home_penalty,away_penalty,stage_order,result,total_goals,goal_diff,btts,attendance
United States,Belgium,3,0,1930-07-13,1930,Group stage,Normal Time,,,0.0,H,3,3,0,88966.0
France,Mexico,4,1,1930-07-13,1930,Group stage,Normal Time,,,0.0,H,5,3,1,44137.0
Yugoslavia,Brazil,2,1,1930-07-14,1930,Group stage,Normal Time,,,0.0,H,3,1,1,68294.0
Romania,Peru,3,1,1930-07-14,1930,Group stage,Normal Time,,,0.0,H,4,2,1,88966.0
Argentina,France,1,0,1930-07-15,1930,Group stage,Normal Time,,,0.0,H,1,1,0,44198.0
Chile,Mexico,3,0,1930-07-16,1930,Group stage,Normal Time,,,0.0,H,3,3,0,68895.0
Yugoslavia,Bolivia,4,0,1930-07-17,1930,Group stage,Normal Time,,,0.0,H,4,4,0,43893.0
United States,Paraguay,3,0,1930-07-17,1930,Group stage,Normal Time,,,0.0,H,3,3,0,88235.0
Uruguay,Peru,1,0,1930-07-18,1930,Group stage,Normal Time,,,0.0,H,1,1,0,44667.0
Chile,France,1,0,1930-07-19,1930,Group stage,Normal Time,,,0.0,H,1,1,0,83720.0
Argentina,Mexico,6,3,1930-07-19,1930,Group stage,Normal Time,,,0.0,H,9,3,1,42523.0
Brazil,Bolivia,4,0,1930-07-20,1930,Group stage,Normal Time,,,0.0,H,4,4,0,43847.0
Paraguay,Belgium,1,0,1930-07-20,1930,Group stage,Normal Time,,,0.0,H,1,1,0,40989.0
Uruguay,Romania,4,0,1930-07-21,1930,Group stage,Normal Time,,,0.0,H,4,4,0,65985.0
Argentina,Chile,3,1,1930-07-22,1930,Group stage,Normal Time,,,0.0,H,4,2,1,44846.0
Argentina,United States,6,1,1930-07-26,1930,Semi-finals,Normal Time,,,0.0,H,7,5,1,45032.0
Uruguay,Yugoslavia,6,1,1930-07-27,1930,Semi-finals,Normal Time,,,0.0,H,7,5,1,44097.0
Uruguay,Argentina,4,2,1930-07-30,1930,Final,Normal Time,,,6.0,H,6,2,1,43443.0
Czechoslovakia,Romania,2,1,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,3,1,1,85986.0
Hungary,Egypt,4,2,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,6,2,1,41378.0
Austria,France,3,2,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,5,1,1,43102.0
Switzerland,Netherlands,3,2,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,5,1,1,43984.0
Sweden,Argentina,3,2,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,5,1,1,67054.0
Spain,Brazil,3,1,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,4,2,1,44851.0
Germany,Belgium,5,2,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,7,3,1,41232.0
Italy,United States,7,1,1934-05-27,1934,Round of 16,Normal Time,,,2.0,H,8,6,1,43627.0
Austria,Hungary,2,1,1934-05-31,1934,Quarter-finals,Normal Time,,,0.0,H,3,1,1,84985.0
Czechoslovakia,Switzerland,3,2,1934-05-31,1934,Quarter-finals,Normal Time,,,0.0,H,5,1,1,44089.0
Italy,Spain,1,1,1934-05-31,1934,Quarter-finals,Normal Time,,,0.0,D,2,0,1,44569.0
Germany,Sweden,2,1,1934-05-31,1934,Quarter-finals,Normal Time,,,0.0,H,3,1,1,66784.0
Italy,Spain,1,0,1934-06-01,1934,Quarter-finals,Normal Time,,,0.0,H,1,1,0,42127.0
Czechoslovakia,Germany,3,1,1934-06-03,1934,Semi-finals,Normal Time,,,0.0,H,4,2,1,44297.0
Italy,Austria,1,0,1934-06-03,1934,Semi-finals,Normal Time,,,0.0,H,1,1,0,39789.0
Germany,Austria,3,2,1934-06-07,1934,Third-place match,Normal Time,,,0.0,H,5,1,1,43983.0
Italy,Czechoslovakia,2,1,1934-06-10,1934,Final,Normal Time,,,6.0,H,3,1,1,43649.0
Switzerland,Germany,1,1,1938-06-04,1938,Round of 16,Normal Time,,,2.0,D,2,0,1,88668.0
Italy,Norway,2,1,1938-06-05,1938,Round of 16,Normal Time,,,2.0,H,3,1,1,41479.0
Cuba,Romania,3,3,1938-06-05,1938,Round of 16,Normal Time,,,2.0,D,6,0,1,43738.0
Hungary,Dutch East Indies,6,0,1938-06-05,1938,Round of 16,Normal Time,,,2.0,H,6,6,0,44374.0
France,Belgium,3,1,1938-06-05,1938,Round of 16,Normal Time,,,2.0,H,4,2,1,68895.0
Brazil,Poland,6,5,1938-06-05,1938,Round of 16,Normal Time,,,2.0,H,11,1,1,41823.0
Czechoslovakia,Netherlands,3,0,1938-06-05,1938,Round of 16,Normal Time,,,2.0,H,3,3,0,44259.0
Switzerland,Germany,4,2,1938-06-09,1938,Round of 16,Normal Time,,,2.0,H,6,2,1,42860.0
Cuba,Romania,2,1,1938-06-09,1938,Round of 16,Normal Time,,,2.0,H,3,1,1,88966.0
Sweden,Cuba,8,0,1938-06-12,1938,Quarter-finals,Normal Time,,,0.0,H,8,8,0,40875.0
Brazil,Czechoslovakia,1,1,1938-06-12,1938,Quarter-finals,Normal Time,,,0.0,D,2,0,1,41797.0
Hungary,Switzerland,2,0,1938-06-12,1938,Quarter-finals,Normal Time,,,0.0,H,2,2,0,44833.0
Italy,France,3,1,1938-06-12,1938,Quarter-finals,Normal Time,,,0.0,H,4,2,1,68463.0
Brazil,Czechoslovakia,2,1,1938-06-14,1938,Quarter-finals,Normal Time,,,0.0,H,3,1,1,39089.0
Hungary,Sweden,5,1,1938-06-16,1938,Semi-finals,Normal Time,,,0.0,H,6,4,1,41663.0
Italy,Brazil,2,1,1938-06-16,1938,Semi-finals,Normal Time,,,0.0,H,3,1,1,42662.0
Brazil,Sweden,4,2,1938-06-19,1938,Third-place match,Normal Time,,,0.0,H,6,2,1,88103.0
Italy,Hungary,4,2,1938-06-19,1938,Final,Normal Time,,,6.0,H,6,2,1,59407.0
Brazil,Mexico,4,0,1950-06-24,1950,Group stage,Normal Time,,,0.0,H,4,4,0,42608.0
Sweden,Italy,3,2,1950-06-25,1950,Group stage,Normal Time,,,0.0,H,5,1,1,40013.0
England,Chile,2,0,1950-06-25,1950,Group stage,Normal Time,,,0.0,H,2,2,0,40432.0
Spain,United States,3,1,1950-06-25,1950,Group stage,Normal Time,,,0.0,H,4,2,1,88012.0
Yugoslavia,Switzerland,3,0,1950-06-25,1950,Group stage,Normal Time,,,0.0,H,3,3,0,42925.0
Brazil,Switzerland,2,2,1950-06-28,1950,Group stage,Normal Time,,,0.0,D,4,0,1,39369.0
Yugoslavia,Mexico,4,1,1950-06-28,1950,Group stage,Normal Time,,,0.0,H,5,3,1,40875.0
Spain,Chile,2,0,1950-06-29,1950,Group stage,Normal Time,,,0.0,H,2,2,0,45334.0
United States,England,1,0,1950-06-29,1950,Group stage,Normal Time,,,0.0,H,1,1,0,41721.0
Sweden,Paraguay,2,2,1950-06-29,1950,Group stage,Normal Time,,,0.0,D,4,0,1,43418.0
Brazil,Yugoslavia,2,0,1950-07-01,1950,Group stage,Normal Time,,,0.0,H,2,2,0,67372.0
Chile,United States,5,2,1950-07-02,1950,Group stage,Normal Time,,,0.0,H,7,3,1,78011.0
Italy,Paraguay,2,0,1950-07-02,1950,Group stage,Normal Time,,,0.0,H,2,2,0,64406.0
Uruguay,Bolivia,8,0,1950-07-02,1950,Group stage,Normal Time,,,0.0,H,8,8,0,78011.0
Spain,England,1,0,1950-07-02,1950,Group stage,Normal Time,,,0.0,H,1,1,0,64286.0
Switzerland,Mexico,2,1,1950-07-02,1950,Group stage,Normal Time,,,0.0,H,3,1,1,39991.0
Brazil,Sweden,7,1,1950-07-09,1950,Final stage,Normal Time,,,0.0,H,8,6,1,44287.0
Uruguay,Spain,2,2,1950-07-09,1950,Final stage,Normal Time,,,0.0,D,4,0,1,43319.0
Brazil,Spain,6,1,1950-07-13,1950,Final stage,Normal Time,,,0.0,H,7,5,1,42873.0
Uruguay,Sweden,3,2,1950-07-13,1950,Final stage,Normal Time,,,0.0,H,5,1,1,64042.0
Sweden,Spain,3,1,1950-07-16,1950,Final stage,Normal Time,,,0.0,H,4,2,1,44190.0
Uruguay,Brazil,2,1,1950-07-16,1950,Final stage,Normal Time,,,0.0,H,3,1,1,41970.0
Uruguay,Czechoslovakia,2,0,1954-06-16,1954,Group stage,Normal Time,,,0.0,H,2,2,0,41466.0
Yugoslavia,France,1,0,1954-06-16,1954,Group stage,Normal Time,,,0.0,H,1,1,0,78011.0
Brazil,Mexico,5,0,1954-06-16,1954,Group stage,Normal Time,,,0.0,H,5,5,0,40851.0
Austria,Scotland,1,0,1954-06-16,1954,Group stage,Normal Time,,,0.0,H,1,1,0,42873.0
Switzerland,Italy,2,1,1954-06-17,1954,Group stage,Normal Time,,,0.0,H,3,1,1,44287.0
Hungary,Korea Republic,9,0,1954-06-17,1954,Group stage,Normal Time,,,0.0,H,9,9,0,42189.0
Germany,Turkey,4,1,1954-06-17,1954,Group stage,Normal Time,,,0.0,H,5,3,1,41970.0
England,Belgium,4,4,1954-06-17,1954,Group stage,Normal Time,,,0.0,D,8,0,1,33973.0
Uruguay,Scotland,7,0,1954-06-19,1954,Group stage,Normal Time,,,0.0,H,7,7,0,37168.0
Brazil,Yugoslavia,1,1,1954-06-19,1954,Group stage,Normal Time,,,0.0,D,2,0,1,41835.0
Austria,Czechoslovakia,5,0,1954-06-19,1954,Group stage,Normal Time,,,0.0,H,5,5,0,33061.0
France,Mexico,3,2,1954-06-19,1954,Group stage,Normal Time,,,0.0,H,5,1,1,43319.0
Hungary,Germany,8,3,1954-06-20,1954,Group stage,Normal Time,,,0.0,H,11,5,1,44190.0
Turkey,Korea Republic,7,0,1954-06-20,1954,Group stage,Normal Time,,,0.0,H,7,7,0,44073.0
Italy,Belgium,4,1,1954-06-20,1954,Group stage,Normal Time,,,0.0,H,5,3,1,78011.0
Switzerland,England,0,2,1954-06-20,1954,Group stage,Normal Time,,,0.0,A,2,-2,0,43472.0
Germany,Turkey,7,2,1954-06-23,1954,Group stage play-off,Normal Time,,,0.0,H,9,5,1,64468.0
Switzerland,Italy,4,1,1954-06-23,1954,Group stage play-off,Normal Time,,,0.0,H,5,3,1,36823.0
Uruguay,England,4,2,1954-06-26,1954,Quarter-finals,Normal Time,,,0.0,H,6,2,1,41970.0
Switzerland,Austria,5,7,1954-06-26,1954,Quarter-finals,Normal Time,,,0.0,A,12,-2,1,33973.0
Germany,Yugoslavia,2,0,1954-06-27,1954,Quarter-finals,Normal Time,,,0.0,H,2,2,0,41685.0
Hungary,Brazil,4,2,1954-06-27,1954,Quarter-finals,Normal Time,,,0.0,H,6,2,1,43319.0
Hungary,Uruguay,4,2,1954-06-30,1954,Semi-finals,Normal Time,,,0.0,H,6,2,1,32572.0
Germany,Austria,6,1,1954-06-30,1954,Semi-finals,Normal Time,,,0.0,H,7,5,1,42873.0
Austria,Uruguay,3,1,1954-07-03,1954,Third-place match,Normal Time,,,0.0,H,4,2,1,44190.0
Germany,Hungary,3,2,1954-07-04,1954,Final,Normal Time,,,6.0,H,5,1,1,43472.0
Sweden,Mexico,3,0,1958-06-08,1958,Group stage,Normal Time,,,0.0,H,3,3,0,44287.0
Northern Ireland,Czechoslovakia,1,0,1958-06-08,1958,Group stage,Normal Time,,,0.0,H,1,1,0,64468.0
Hungary,Wales,1,1,1958-06-08,1958,Group stage,Normal Time,,,0.0,D,2,0,1,40904.0
Yugoslavia,Scotland,1,1,1958-06-08,1958,Group stage,Normal Time,,,0.0,D,2,0,1,33167.0
Brazil,Austria,3,0,1958-06-08,1958,Group stage,Normal Time,,,0.0,H,3,3,0,40727.0
Soviet Union,England,2,2,1958-06-08,1958,Group stage,Normal Time,,,0.0,D,4,0,1,32789.0
France,Paraguay,7,3,1958-06-08,1958,Group stage,Normal Time,,,0.0,H,10,4,1,43319.0
Argentina,West Germany,1,3,1958-06-08,1958,Group stage,Normal Time,,,0.0,A,4,-2,1,78011.0
Soviet Union,Austria,2,0,1958-06-11,1958,Group stage,Normal Time,,,0.0,H,2,2,0,42678.0
West Germany,Czechoslovakia,2,2,1958-06-11,1958,Group stage,Normal Time,,,0.0,D,4,0,1,42718.0
Argentina,Northern Ireland,3,1,1958-06-11,1958,Group stage,Normal Time,,,0.0,H,4,2,1,40842.0
Yugoslavia,France,3,2,1958-06-11,1958,Group stage,Normal Time,,,0.0,H,5,1,1,44190.0
Paraguay,Scotland,3,2,1958-06-11,1958,Group stage,Normal Time,,,0.0,H,5,1,1,64468.0
Brazil,England,0,0,1958-06-11,1958,Group stage,Normal Time,,,0.0,D,0,0,0,42300.0
Mexico,Wales,1,1,1958-06-11,1958,Group stage,Normal Time,,,0.0,D,2,0,1,43257.0
Sweden,Hungary,2,1,1958-06-12,1958,Group stage,Normal Time,,,0.0,H,3,1,1,41064.0
Sweden,Wales,0,0,1958-06-15,1958,Group stage,Normal Time,,,0.0,D,0,0,0,41432.0
Paraguay,Yugoslavia,3,3,1958-06-15,1958,Group stage,Normal Time,,,0.0,D,6,0,1,78011.0
West Germany,Northern Ireland,2,2,1958-06-15,1958,Group stage,Normal Time,,,0.0,D,4,0,1,43109.0
Czechoslovakia,Argentina,6,1,1958-06-15,1958,Group stage,Normal Time,,,0.0,H,7,5,1,41279.0
England,Austria,2,2,1958-06-15,1958,Group stage,Normal Time,,,0.0,D,4,0,1,44190.0
Brazil,Soviet Union,2,0,1958-06-15,1958,Group stage,Normal Time,,,0.0,H,2,2,0,40502.0
Hungary,Mexico,4,0,1958-06-15,1958,Group stage,Normal Time,,,0.0,H,4,4,0,31136.0
France,Scotland,2,1,1958-06-15,1958,Group stage,Normal Time,,,0.0,H,3,1,1,27015.0
Northern Ireland,Czechoslovakia,2,1,1958-06-17,1958,Group stage play-off,Normal Time,,,0.0,H,3,1,1,62548.0
Wales,Hungary,2,1,1958-06-17,1958,Group stage play-off,Normal Time,,,0.0,H,3,1,1,43866.0
Soviet Union,England,1,0,1958-06-17,1958,Group stage play-off,Normal Time,,,0.0,H,1,1,0,78011.0
France,Northern Ireland,4,0,1958-06-19,1958,Quarter-finals,Normal Time,,,0.0,H,4,4,0,74738.0
West Germany,Yugoslavia,1,0,1958-06-19,1958,Quarter-finals,Normal Time,,,0.0,H,1,1,0,68034.0
Brazil,Wales,1,0,1958-06-19,1958,Quarter-finals,Normal Time,,,0.0,H,1,1,0,63267.0
Sweden,Soviet Union,2,0,1958-06-19,1958,Quarter-finals,Normal Time,,,0.0,H,2,2,0,58141.0
Sweden,West Germany,3,1,1958-06-24,1958,Semi-finals,Normal Time,,,0.0,H,4,2,1,68551.0
Brazil,France,5,2,1958-06-24,1958,Semi-finals,Normal Time,,,0.0,H,7,3,1,51179.0
France,West Germany,6,3,1958-06-28,1958,Third-place match,Normal Time,,,0.0,H,9,3,1,74240.0
Brazil,Sweden,5,2,1958-06-29,1958,Final,Normal Time,,,6.0,H,7,3,1,60342.0
Chile,Switzerland,3,1,1962-05-30,1962,Group stage,Normal Time,,,0.0,H,4,2,1,63255.0
Uruguay,Colombia,2,1,1962-05-30,1962,Group stage,Normal Time,,,0.0,H,3,1,1,51227.0
Brazil,Mexico,2,0,1962-05-30,1962,Group stage,Normal Time,,,0.0,H,2,2,0,67882.0
Argentina,Bulgaria,1,0,1962-05-30,1962,Group stage,Normal Time,,,0.0,H,1,1,0,43063.0
West Germany,Italy,0,0,1962-05-31,1962,Group stage,Normal Time,,,0.0,D,0,0,0,58817.0
Hungary,England,2,1,1962-05-31,1962,Group stage,Normal Time,,,0.0,H,3,1,1,41242.0
Czechoslovakia,Spain,1,0,1962-05-31,1962,Group stage,Normal Time,,,0.0,H,1,1,0,57714.0
Soviet Union,Yugoslavia,2,0,1962-05-31,1962,Group stage,Normal Time,,,0.0,H,2,2,0,73804.0
Chile,Italy,2,0,1962-06-02,1962,Group stage,Normal Time,,,0.0,H,2,2,0,41876.0
Brazil,Czechoslovakia,0,0,1962-06-02,1962,Group stage,Normal Time,,,0.0,D,0,0,0,67540.0
England,Argentina,3,1,1962-06-02,1962,Group stage,Normal Time,,,0.0,H,4,2,1,61397.0
Yugoslavia,Uruguay,3,1,1962-06-02,1962,Group stage,Normal Time,,,0.0,H,4,2,1,39311.0
Spain,Mexico,1,0,1962-06-03,1962,Group stage,Normal Time,,,0.0,H,1,1,0,48011.0
Soviet Union,Colombia,4,4,1962-06-03,1962,Group stage,Normal Time,,,0.0,D,8,0,1,43285.0
Hungary,Bulgaria,6,1,1962-06-03,1962,Group stage,Normal Time,,,0.0,H,7,5,1,40322.0
West Germany,Switzerland,2,1,1962-06-03,1962,Group stage,Normal Time,,,0.0,H,3,1,1,73749.0
West Germany,Chile,2,0,1962-06-06,1962,Group stage,Normal Time,,,0.0,H,2,2,0,57823.0
Soviet Union,Uruguay,2,1,1962-06-06,1962,Group stage,Normal Time,,,0.0,H,3,1,1,39706.0
Hungary,Argentina,0,0,1962-06-06,1962,Group stage,Normal Time,,,0.0,D,0,0,0,40340.0
Brazil,Spain,2,1,1962-06-06,1962,Group stage,Normal Time,,,0.0,H,3,1,1,59095.0
England,Bulgaria,0,0,1962-06-07,1962,Group stage,Normal Time,,,0.0,D,0,0,0,39375.0
Mexico,Czechoslovakia,3,1,1962-06-07,1962,Group stage,Normal Time,,,0.0,H,4,2,1,62996.0
Italy,Switzerland,3,0,1962-06-07,1962,Group stage,Normal Time,,,0.0,H,3,3,0,41212.0
Yugoslavia,Colombia,5,0,1962-06-07,1962,Group stage,Normal Time,,,0.0,H,5,5,0,69112.0
Chile,Soviet Union,2,1,1962-06-10,1962,Quarter-finals,Normal Time,,,0.0,H,3,1,1,73819.0
Brazil,England,3,1,1962-06-10,1962,Quarter-finals,Normal Time,,,0.0,H,4,2,1,42732.0
Czechoslovakia,Hungary,1,0,1962-06-10,1962,Quarter-finals,Normal Time,,,0.0,H,1,1,0,40123.0
Yugoslavia,West Germany,1,0,1962-06-10,1962,Quarter-finals,Normal Time,,,0.0,H,1,1,0,57698.0
Brazil,Chile,4,2,1962-06-13,1962,Semi-finals,Normal Time,,,0.0,H,6,2,1,59621.0
Czechoslovakia,Yugoslavia,3,1,1962-06-13,1962,Semi-finals,Normal Time,,,0.0,H,4,2,1,40499.0
Chile,Yugoslavia,1,0,1962-06-16,1962,Third-place match,Normal Time,,,0.0,H,1,1,0,40285.0
Brazil,Czechoslovakia,3,1,1962-06-17,1962,Final,Normal Time,,,6.0,H,4,2,1,51003.0
England,Uruguay,0,0,1966-07-11,1966,Group stage,Normal Time,,,0.0,D,0,0,0,39224.0
Brazil,Bulgaria,2,0,1966-07-12,1966,Group stage,Normal Time,,,0.0,H,2,2,0,68748.0
Soviet Union,Korea Dpr,3,0,1966-07-12,1966,Group stage,Normal Time,,,0.0,H,3,3,0,62575.0
West Germany,Switzerland,5,0,1966-07-12,1966,Group stage,Normal Time,,,0.0,H,5,5,0,39485.0
Argentina,Spain,2,1,1966-07-13,1966,Group stage,Normal Time,,,0.0,H,3,1,1,42877.0
France,Mexico,1,1,1966-07-13,1966,Group stage,Normal Time,,,0.0,D,2,0,1,74101.0
Italy,Chile,2,0,1966-07-13,1966,Group stage,Normal Time,,,0.0,H,2,2,0,39982.0
Portugal,Hungary,3,1,1966-07-13,1966,Group stage,Normal Time,,,0.0,H,4,2,1,56800.0
Spain,Switzerland,2,1,1966-07-15,1966,Group stage,Normal Time,,,0.0,H,3,1,1,60342.0
Uruguay,France,2,1,1966-07-15,1966,Group stage,Normal Time,,,0.0,H,3,1,1,37603.0
Hungary,Brazil,3,1,1966-07-15,1966,Group stage,Normal Time,,,0.0,H,4,2,1,51081.0
Korea Dpr,Chile,1,1,1966-07-15,1966,Group stage,Normal Time,,,0.0,D,2,0,1,39081.0
West Germany,Argentina,0,0,1966-07-16,1966,Group stage,Normal Time,,,0.0,D,0,0,0,39760.0
Soviet Union,Italy,1,0,1966-07-16,1966,Group stage,Normal Time,,,0.0,H,1,1,0,68351.0
Portugal,Bulgaria,3,0,1966-07-16,1966,Group stage,Normal Time,,,0.0,H,3,3,0,43012.0
England,Mexico,2,0,1966-07-16,1966,Group stage,Normal Time,,,0.0,H,2,2,0,74738.0
Uruguay,Mexico,0,0,1966-07-19,1966,Group stage,Normal Time,,,0.0,D,0,0,0,57174.0
Argentina,Switzerland,2,0,1966-07-19,1966,Group stage,Normal Time,,,0.0,H,2,2,0,58679.0
Portugal,Brazil,3,1,1966-07-19,1966,Group stage,Normal Time,,,0.0,H,4,2,1,39800.0
Korea Dpr,Italy,1,0,1966-07-19,1966,Group stage,Normal Time,,,0.0,H,1,1,0,40267.0
England,France,2,0,1966-07-20,1966,Group stage,Normal Time,,,0.0,H,2,2,0,39216.0
Hungary,Bulgaria,3,1,1966-07-20,1966,Group stage,Normal Time,,,0.0,H,4,2,1,48173.0
West Germany,Spain,2,1,1966-07-20,1966,Group stage,Normal Time,,,0.0,H,3,1,1,40275.0
Soviet Union,Chile,2,1,1966-07-20,1966,Group stage,Normal Time,,,0.0,H,3,1,1,62103.0
Portugal,Korea Dpr,5,3,1966-07-23,1966,Quarter-finals,Normal Time,,,0.0,H,8,2,1,84490.0
England,Argentina,1,0,1966-07-23,1966,Quarter-finals,Normal Time,,,0.0,H,1,1,0,36254.0
Soviet Union,Hungary,2,1,1966-07-23,1966,Quarter-finals,Normal Time,,,0.0,H,3,1,1,60960.0
West Germany,Uruguay,4,0,1966-07-23,1966,Quarter-finals,Normal Time,,,0.0,H,4,4,0,62479.0
West Germany,Soviet Union,2,1,1966-07-25,1966,Semi-finals,Normal Time,,,0.0,H,3,1,1,64100.0
England,Portugal,2,1,1966-07-26,1966,Semi-finals,Normal Time,,,0.0,H,3,1,1,55359.0
Portugal,Soviet Union,2,1,1966-07-28,1966,Third-place match,Normal Time,,,0.0,H,3,1,1,40186.0
England,West Germany,4,2,1966-07-30,1966,Final,Normal Time,,,6.0,H,6,2,1,84017.0
Mexico,Soviet Union,0,0,1970-05-31,1970,Group stage,Normal Time,,,0.0,D,0,0,0,36742.0
England,Romania,1,0,1970-06-02,1970,Group stage,Normal Time,,,0.0,H,1,1,0,62955.0
Peru,Bulgaria,3,2,1970-06-02,1970,Group stage,Normal Time,,,0.0,H,5,1,1,61962.0
Uruguay,Israel,2,0,1970-06-02,1970,Group stage,Normal Time,,,0.0,H,2,2,0,54096.0
Belgium,El Salvador,3,0,1970-06-03,1970,Group stage,Normal Time,,,0.0,H,3,3,0,40510.0
Brazil,Czechoslovakia,4,1,1970-06-03,1970,Group stage,Normal Time,,,0.0,H,5,3,1,84377.0
Italy,Sweden,1,0,1970-06-03,1970,Group stage,Normal Time,,,0.0,H,1,1,0,30597.0
West Germany,Morocco,2,1,1970-06-03,1970,Group stage,Normal Time,,,0.0,H,3,1,1,34976.0
Romania,Czechoslovakia,2,1,1970-06-06,1970,Group stage,Normal Time,,,0.0,H,3,1,1,62712.0
Uruguay,Italy,0,0,1970-06-06,1970,Group stage,Normal Time,,,0.0,D,0,0,0,34763.0
Soviet Union,Belgium,4,1,1970-06-06,1970,Group stage,Normal Time,,,0.0,H,5,3,1,41958.0
Peru,Morocco,3,0,1970-06-06,1970,Group stage,Normal Time,,,0.0,H,3,3,0,28042.0
Mexico,El Salvador,4,0,1970-06-07,1970,Group stage,Normal Time,,,0.0,H,4,4,0,34850.0
Brazil,England,1,0,1970-06-07,1970,Group stage,Normal Time,,,0.0,H,1,1,0,53412.0
West Germany,Bulgaria,5,2,1970-06-07,1970,Group stage,Normal Time,,,0.0,H,7,3,1,27967.0
Sweden,Israel,1,1,1970-06-07,1970,Group stage,Normal Time,,,0.0,D,2,0,1,63093.0
West Germany,Peru,3,1,1970-06-10,1970,Group stage,Normal Time,,,0.0,H,4,2,1,36893.0
Brazil,Romania,3,2,1970-06-10,1970,Group stage,Normal Time,,,0.0,H,5,1,1,35827.0
Sweden,Uruguay,1,0,1970-06-10,1970,Group stage,Normal Time,,,0.0,H,1,1,0,83391.0
Soviet Union,El Salvador,2,0,1970-06-10,1970,Group stage,Normal Time,,,0.0,H,2,2,0,37836.0
Mexico,Belgium,1,0,1970-06-11,1970,Group stage,Normal Time,,,0.0,H,1,1,0,33425.0
Italy,Israel,0,0,1970-06-11,1970,Group stage,Normal Time,,,0.0,D,0,0,0,39415.0
Bulgaria,Morocco,1,1,1970-06-11,1970,Group stage,Normal Time,,,0.0,D,2,0,1,61874.0
England,Czechoslovakia,1,0,1970-06-11,1970,Group stage,Normal Time,,,0.0,H,1,1,0,38891.0
Brazil,Peru,4,2,1970-06-14,1970,Quarter-finals,Normal Time,,,0.0,H,6,2,1,63644.0
Italy,Mexico,4,1,1970-06-14,1970,Quarter-finals,Normal Time,,,0.0,H,5,3,1,34872.0
Uruguay,Soviet Union,1,0,1970-06-14,1970,Quarter-finals,Normal Time,,,0.0,H,1,1,0,54386.0
West Germany,England,3,2,1970-06-14,1970,Quarter-finals,Normal Time,,,0.0,H,5,1,1,26643.0
Italy,West Germany,4,3,1970-06-17,1970,Semi-finals,Normal Time,,,0.0,H,7,1,1,38229.0
Brazil,Uruguay,3,1,1970-06-17,1970,Semi-finals,Normal Time,,,0.0,H,4,2,1,84455.0
West Germany,Uruguay,1,0,1970-06-20,1970,Third-place match,Normal Time,,,0.0,H,1,1,0,62010.0
Brazil,Italy,4,1,1970-06-21,1970,Final,Normal Time,,,6.0,H,5,3,1,34812.0
Brazil,Yugoslavia,0,0,1974-06-13,1974,First round,Normal Time,,,0.0,D,0,0,0,38074.0
West Germany,Chile,1,0,1974-06-14,1974,First round,Normal Time,,,0.0,H,1,1,0,38294.0
Germany Dr,Australia,2,0,1974-06-14,1974,First round,Normal Time,,,0.0,H,2,2,0,45573.0
Zaire,Scotland,0,2,1974-06-14,1974,First round,Normal Time,,,0.0,A,2,-2,0,64100.0
Uruguay,Netherlands,0,2,1974-06-15,1974,First round,Normal Time,,,0.0,A,2,-2,0,82174.0
Sweden,Bulgaria,0,0,1974-06-15,1974,First round,Normal Time,,,0.0,D,0,0,0,31593.0
Italy,Haiti,3,1,1974-06-15,1974,First round,Normal Time,,,0.0,H,4,2,1,35370.0
Poland,Argentina,3,2,1974-06-15,1974,First round,Normal Time,,,0.0,H,5,1,1,32664.0
Australia,West Germany,0,3,1974-06-18,1974,First round,Normal Time,,,0.0,A,3,-3,0,62453.0
Yugoslavia,Zaire,9,0,1974-06-18,1974,First round,Normal Time,,,0.0,H,9,9,0,42658.0
Chile,Germany Dr,1,1,1974-06-18,1974,First round,Normal Time,,,0.0,D,2,0,1,23871.0
Scotland,Brazil,0,0,1974-06-18,1974,First round,Normal Time,,,0.0,D,0,0,0,37034.0
Haiti,Poland,0,7,1974-06-19,1974,First round,Normal Time,,,0.0,A,7,-7,0,54331.0
Bulgaria,Uruguay,1,1,1974-06-19,1974,First round,Normal Time,,,0.0,D,2,0,1,83465.0
Netherlands,Sweden,0,0,1974-06-19,1974,First round,Normal Time,,,0.0,D,0,0,0,30620.0
Argentina,Italy,1,1,1974-06-19,1974,First round,Normal Time,,,0.0,D,2,0,1,62869.0
Scotland,Yugoslavia,1,1,1974-06-22,1974,First round,Normal Time,,,0.0,D,2,0,1,30325.0
Australia,Chile,0,0,1974-06-22,1974,First round,Normal Time,,,0.0,D,0,0,0,38833.0
Zaire,Brazil,0,3,1974-06-22,1974,First round,Normal Time,,,0.0,A,3,-3,0,62660.0
Germany Dr,West Germany,1,0,1974-06-22,1974,First round,Normal Time,,,0.0,H,1,1,0,31513.0
Bulgaria,Netherlands,1,4,1974-06-23,1974,First round,Normal Time,,,0.0,A,5,-3,1,55686.0
Poland,Italy,2,1,1974-06-23,1974,First round,Normal Time,,,0.0,H,3,1,1,38646.0
